Country,Product,Import_Export,Quantity,Value,Date,Category,Port,Customs_Code,Weight,Shipping_Method,Supplier,Customer,Invoice_Number,Payment_Terms,Total_Value
Cameroon,end,Import,7070,4061.95,15-02-2023,Electronics,North Kristen,681617,505.96,Land,Smith-Miller,Christopher Lawson,28139302,Net 30,28717986.0
Australia,by,Import,4489,8023.5,24-10-2022,Furniture,Lake Davidport,913547,2115.75,Air,Brown-Mills,Sabrina Rodriguez,20594908,Cash on Delivery,36017492.0
Guadeloupe,middle,Export,1686,3289.25,05-05-2023,Clothing,Lynchburgh,395797,3759.4,Land,Stevens-Oneal,Michael Webb,38013447,Net 30,5545676.0
Dominican Republic,third,Export,7381,7408.66,01-03-2022,Clothing,Mooreview,829998,2612.08,Sea,Ramirez-Brown,Timothy Brewer,7587306,Net 30,54683319.0
American Samoa,huge,Import,2816,2107.33,26-11-2023,Electronics,West Michaelville,589469,4084.78,Sea,Fox Ltd,Jennifer Williams,77632187,Net 30,5934241.0
Moldova,bill,Import,9712,5209.37,23-10-2021,Electronics,Hurleyland,729619,575.29,Land,Brown-Smith,Maria Miller,66480662,Net 60,50593401.0
Cyprus,would,Export,7107,1312.08,16-10-2019,Electronics,Port Jennifer,107939,1832.76,Air,"Fernandez, Hall and Kelly",Sylvia Reeves,36222926,Cash on Delivery,9324953.0
Togo,think,Import,1626,9954.96,17-09-2019,Toys,West Sandrashire,766438,610.74,Sea,Ball-Carpenter,Cindy Carr,45373288,Cash on Delivery,16186765.0
Armenia,impact,Import,340,2321.72,13-03-2021,Electronics,North Rachel,936973,4427.27,Air,Reyes Ltd,Angela Gallegos,81462449,Net 30,789385.0
Slovenia,see,Import,68,197.15,01-06-2021,Machinery,South Elizabethport,744904,3169.94,Sea,Dalton Ltd,Lauren Banks,66963450,Prepaid,13406.0
Luxembourg,detail,Import,3143,4211.95,18-10-2020,Machinery,Port Alexander,160801,1274.31,Air,Ewing-Flynn,Lee Ward,71670969,Net 30,13238159.0
Niger,friend,Import,2559,1266.06,05-06-2024,Machinery,Moralesborough,498184,2005.63,Sea,Manning Inc,Jeffrey Pratt,61271348,Prepaid,3239848.0
Gibraltar,notice,Export,3405,4355.87,08-11-2019,Clothing,Savageville,181761,4637.8,Sea,Skinner-Smith,Dr. Matthew Hernandez DDS,82027665,Net 60,14831737.0
Western Sahara,early,Import,4680,405.47,21-08-2023,Furniture,Robinsonburgh,562836,7.53,Air,Shaw-Foster,Brittany Morales,11642932,Prepaid,1897600.0
Tajikistan,course,Import,9630,1798.94,13-08-2022,Furniture,East Marissa,684389,2794.19,Sea,Lewis-Hardin,David Howard,63410225,Prepaid,17323792.0
Thailand,exist,Export,5305,8652.9,19-05-2020,Furniture,New Henry,372652,2315.92,Land,"Cooper, Vargas and Lee",Jon Larsen,24288467,Net 30,45903634.0
Guadeloupe,garden,Import,5771,2075.74,24-11-2023,Machinery,Port Kimberly,237804,1743.02,Air,Jones LLC,Jessica Pope,8789215,Net 60,11979096.0
Ukraine,dinner,Import,2071,9908.82,28-04-2021,Machinery,Perezberg,171238,2065.15,Land,"Richardson, Palmer and Thomas",Jennifer Alexander,82439455,Prepaid,20521166.0
Western Sahara,weight,Import,7107,2191.69,25-01-2024,Electronics,East Mark,703664,4231.21,Land,Ramsey Inc,Sean Rocha,9107889,Prepaid,15576341.0
Panama,large,Export,2789,8600.12,15-05-2023,Furniture,East Kristinburgh,552846,3780.06,Land,Berger-Duffy,Samuel Robinson,87982625,Prepaid,23985735.0
Martinique,far,Import,7838,572.94,30-10-2019,Electronics,Gallowaybury,744244,956.96,Land,Nixon LLC,Timothy Sanchez,92626000,Net 30,4490704.0
Trinidad and Tobago,win,Export,9190,3104.48,05-07-2021,Toys,South Dylan,821957,4304.33,Air,Hartman PLC,Linda Oliver,13423853,Net 30,28530171.0
Saint Vincent and the Grenadines,author,Import,9178,3942.34,15-10-2020,Furniture,South Colleentown,346683,2372.28,Air,"Bass, Cummings and Thompson",Robert Velazquez,34194666,Net 30,36182797.0
Zimbabwe,clear,Import,6710,889.81,08-03-2024,Electronics,West Troy,833279,2336.39,Air,"Taylor, Barrett and Watson",Timothy Cook,92472574,Cash on Delivery,5970625.0
Burundi,there,Import,5231,6213.59,24-09-2020,Electronics,West Cheryl,856844,3078.06,Land,"Williams, Munoz and Warner",Ralph Smith,54520813,Prepaid,32503289.0
Greece,site,Import,9069,5645.92,10-01-2022,Toys,Knightmouth,932661,1593.14,Land,"Morris, Cooper and Salazar",Kayla Evans,28392811,Net 30,51202848.0
French Polynesia,make,Export,9386,1277.39,31-08-2022,Electronics,Rodriguezview,703483,2398.92,Air,"Jones, Jones and Parker",Joshua Martinez,33387097,Net 60,11989583.0
Svalbard & Jan Mayen Islands,seek,Import,912,2447.64,04-12-2019,Electronics,Lake Tyler,353391,130.35,Air,Baker and Sons,Arthur Gonzalez,45151306,Net 30,2232248.0
New Caledonia,away,Export,6770,7590.19,09-09-2023,Clothing,Port Douglaston,103331,861.0,Sea,"Beard, Garcia and Garcia",Brenda Rodriguez,77937737,Net 60,51385586.0
Cape Verde,experience,Export,9551,1910.66,17-05-2022,Clothing,East Jonathon,174008,620.51,Air,Vazquez-Young,Andrew Webb,11255094,Prepaid,18248714.0
Suriname,movement,Import,7931,7357.38,25-09-2022,Toys,Sampsonton,314487,2830.35,Land,"Dalton, Carrillo and Vargas",Tara Morales,69212453,Net 30,58351381.0
Mayotte,avoid,Import,2376,4238.01,21-05-2021,Furniture,East Samanthaside,280772,1565.6,Air,Griffin-Villarreal,Gregory Fischer,7530601,Cash on Delivery,10069512.0
Sierra Leone,but,Export,686,1621.18,19-05-2020,Clothing,Williamstown,537747,1488.17,Sea,"Mendez, Colon and Potter",Danielle Crawford,12167045,Net 30,1112129.0
Singapore,leg,Import,9919,2538.42,18-05-2023,Machinery,South Steventon,708583,3677.63,Land,"Jones, Stuart and Sullivan",Patrick Bryant,40796802,Prepaid,25178588.0
Rwanda,company,Export,6552,5704.41,28-08-2024,Toys,Lisafort,461395,3897.7,Land,Hall LLC,Joshua Jones,52589763,Cash on Delivery,37375294.0
Jersey,management,Export,9184,980.92,20-07-2023,Toys,New Monica,619788,2125.36,Sea,Camacho-Brown,Craig Maynard,71664291,Net 60,9008769.0
Congo,recognize,Export,1280,7502.84,15-05-2021,Toys,Youngfort,839167,3639.82,Land,Rodriguez-Young,Richard Blair,58716758,Net 30,9603635.0
Lithuania,young,Export,1245,9976.84,14-11-2020,Furniture,South Geraldchester,948205,4776.68,Air,Ibarra PLC,Troy Koch,16760701,Net 30,12421166.0
Qatar,resource,Import,9026,9450.95,26-02-2023,Machinery,Luceroside,857781,622.77,Land,Willis LLC,Dawn Robinson,38540865,Cash on Delivery,85304275.0
Nepal,edge,Export,9525,4362.29,01-03-2022,Clothing,Marshallport,104918,1507.37,Sea,Woods-Garcia,Antonio Brown,67917072,Net 60,41550812.0
Turks and Caicos Islands,result,Export,18,8943.6,19-07-2023,Electronics,Lake Jeffrey,171763,4617.11,Air,Doyle-Leach,James Simpson,44076755,Net 60,160985.0
Jersey,finish,Export,5963,1240.99,27-03-2024,Machinery,Campbellland,406396,2429.2,Sea,Gomez LLC,Kim Franklin,79861251,Prepaid,7400023.0
Estonia,like,Import,9223,1716.7,09-08-2022,Clothing,Michaelside,509917,2466.96,Land,Ali-Riggs,Christina Johnson,57125953,Net 60,15833124.0
Belgium,pass,Import,7801,2301.51,17-02-2020,Furniture,Andreaburgh,931781,4961.59,Air,Fox-Jordan,Lori Walters,47717943,Net 30,17954080.0
Brazil,rate,Export,9969,7878.91,12-02-2024,Toys,Port Nancy,141615,2920.51,Land,Bowers-Walker,Lindsay Jennings,70404019,Net 30,78544854.0
Greenland,when,Import,8006,3204.41,05-10-2020,Toys,Millermouth,629811,3723.68,Air,Grant-Solis,Caitlin Mitchell,67807172,Net 60,25654506.0
Turkey,language,Import,2520,3720.14,04-12-2021,Toys,Jordanberg,229939,696.29,Sea,Mitchell-Hall,Douglas Roman,13856553,Prepaid,9374753.0
North Macedonia,could,Export,9542,6052.3,05-02-2020,Machinery,Meganfurt,583186,4202.85,Land,Gilbert-Conrad,Micheal Mcdonald,90182199,Prepaid,57751047.0
Armenia,huge,Export,9555,7582.75,03-09-2021,Clothing,Susanstad,314111,3316.12,Air,Orozco-Anderson,Mr. David Smith,97546710,Net 60,72453176.0
Togo,rise,Import,6347,270.16,10-12-2020,Toys,Bryanberg,485655,1225.84,Land,Moore LLC,Courtney Chavez,30497647,Net 30,1714706.0
Bahamas,who,Export,7481,8665.39,24-06-2021,Machinery,Meganland,471627,1258.08,Sea,Berger and Sons,Clifford Jordan,86820689,Net 30,64825783.0
Estonia,board,Import,6271,550.08,29-04-2023,Electronics,Adamtown,417829,597.51,Sea,Long-Williams,Alyssa Wagner,35053083,Cash on Delivery,3449552.0
Congo,service,Import,188,2381.04,17-01-2023,Electronics,Farmershire,175480,599.96,Sea,"Clark, Haynes and Harvey",Rachel Singh,43235397,Net 60,447636.0
Egypt,serious,Import,1957,196.51,06-07-2024,Toys,Keithbury,542091,2555.93,Land,Huff Inc,Leslie Andrade,28304047,Cash on Delivery,384570.0
New Zealand,myself,Export,8285,3005.5,06-10-2022,Electronics,Amymouth,268774,1010.91,Sea,"Baker, Bowers and Burton",Miss Jillian Riddle,29163400,Prepaid,24900568.0
Lesotho,year,Import,1861,5960.61,10-12-2021,Toys,East Jodiburgh,545210,3129.54,Land,"Marsh, Mcintosh and Graves",Roy Mitchell,71102095,Net 30,11092695.0
Bermuda,although,Import,4408,3955.5,09-03-2021,Toys,South Jeremiahborough,468995,4980.94,Land,Moore-Nash,Angela Henry,59227423,Prepaid,17435844.0
South Georgia and the South Sandwich Islands,remain,Export,4828,1839.64,14-06-2021,Machinery,Banksfurt,320735,3149.02,Air,Hernandez-Kennedy,Tammy Andrews,62558069,Net 30,8881782.0
Burundi,improve,Import,4009,2629.48,07-01-2023,Furniture,Petersonport,679171,894.04,Air,Burnett and Sons,John Hughes,69789028,Net 30,10541585.0
Iran,task,Export,2095,1988.45,24-07-2022,Clothing,North Jay,254019,659.34,Land,"Webster, Byrd and Matthews",Tony Morgan,96100755,Net 60,4165803.0
Azerbaijan,decide,Export,5508,6676.1,27-11-2020,Toys,Danielton,433470,337.58,Land,Owens LLC,Christopher Montgomery,91500613,Net 60,36771959.0
Korea,position,Export,6475,3831.9,03-07-2020,Electronics,Jeffreyland,707690,4797.86,Land,Mcdowell Group,Jacqueline Torres,95166292,Cash on Delivery,24811552.0
Ethiopia,issue,Export,1294,6257.56,11-12-2021,Furniture,North Amy,221926,3216.39,Sea,Vance Inc,Daniel Crawford,31822059,Net 60,8097283.0
Liberia,require,Import,9316,9388.36,04-10-2021,Clothing,Port Patriciaton,962082,2935.08,Sea,"Flores, Snyder and Jones",James Anderson,96171755,Prepaid,87461962.0
Saint Lucia,order,Export,9262,8585.08,09-12-2021,Electronics,West Michael,328977,4058.36,Air,"Miller, Evans and Parker",John Salazar,67183431,Net 30,79515011.0
Norway,star,Import,4089,1332.22,30-06-2020,Electronics,Michaelfort,156889,1719.67,Sea,Hall PLC,Kenneth Miller,14431812,Cash on Delivery,5447448.0
Isle of Man,least,Import,3377,9989.33,22-04-2024,Electronics,Shafferfurt,808318,1926.67,Air,Wells-Barnett,Craig Warren,64677150,Net 30,33733967.0
American Samoa,music,Import,70,8429.93,17-12-2023,Toys,East Tamaraberg,409375,1586.58,Air,Sullivan-Thomas,Jennifer Thomas,22816262,Cash on Delivery,590095.0
Ethiopia,prove,Export,2062,8987.44,01-12-2022,Toys,Delacruzfort,385144,3952.47,Land,Mills LLC,Lindsey Mcbride,64771583,Prepaid,18532101.0
Cape Verde,traditional,Import,99,3642.13,26-08-2024,Electronics,Olivermouth,263638,4027.89,Land,Mcclure-Smith,William Bowman,35706511,Cash on Delivery,360571.0
Lesotho,leg,Export,4723,7093.25,25-04-2021,Furniture,Christinafort,664931,3440.47,Sea,Figueroa PLC,Mrs. Andrea Young,47954,Cash on Delivery,33501420.0
Finland,at,Import,4309,4937.22,04-09-2024,Electronics,Alyssaberg,615685,1533.17,Land,Alexander-Klein,Bob Phillips,46981883,Net 60,21274481.0
Finland,country,Export,4262,8120.35,19-04-2020,Electronics,Kathleentown,459924,4185.63,Air,Hill-Williams,Kelly Werner,45262409,Net 60,34608932.0
Saint Helena,few,Import,4260,6165.87,18-06-2022,Electronics,Andrewville,776629,2903.13,Land,"Adams, Malone and Campbell",Lori Gutierrez,75931095,Net 30,26266606.0
Guadeloupe,such,Import,3702,1287.72,02-04-2020,Clothing,New Aaronhaven,777309,86.67,Sea,Potts and Sons,Danielle Ward,32781799,Net 60,4767139.0
Vietnam,decide,Import,28,981.92,01-06-2024,Machinery,West Michellefurt,885306,2463.53,Sea,"Young, Tucker and Thompson",Brian Hernandez,67432999,Net 60,27494.0
Palestinian Territory,keep,Import,299,9031.38,28-05-2023,Clothing,North Tinahaven,187323,3897.97,Sea,"Walter, Wu and Anthony",Benjamin Love,83783064,Net 30,2700383.0
Bahamas,street,Import,2896,3228.57,08-10-2020,Machinery,Mooreview,388735,1693.99,Air,Parker LLC,Adriana Graves,23712913,Net 30,9349939.0
Portugal,trial,Import,6640,1275.79,25-09-2023,Machinery,Jennifermouth,143258,279.8,Air,Shelton Group,Colleen Todd,78968611,Prepaid,8471246.0
Hungary,sense,Import,3070,8693.49,14-01-2022,Electronics,East Adambury,149036,1662.84,Land,Alexander-Lam,Alexandra Moore,83199481,Prepaid,26689014.0
United Kingdom,doctor,Export,943,6133.77,21-12-2021,Toys,Scottside,765127,3961.98,Sea,"Haas, Williams and Hart",William Bradshaw,16731610,Net 30,5784145.0
Congo,maybe,Export,5460,7939.91,18-04-2022,Machinery,New Matthew,997657,4959.75,Air,Burns-Newton,Holly Crawford,14266804,Cash on Delivery,43351909.0
Italy,idea,Export,9442,5274.75,16-08-2022,Clothing,Marquezside,294232,4465.08,Air,Kennedy Inc,Frank Patterson,99214779,Cash on Delivery,49804190.0
Lithuania,sign,Import,2246,6237.25,28-06-2023,Machinery,West Anna,504693,4684.83,Air,Wells-Murphy,James Goodman,21852178,Cash on Delivery,14008864.0
Germany,bank,Export,2110,3370.33,15-10-2021,Toys,Farleyland,230069,3795.57,Land,Rivers Group,Amanda Brown,74961020,Prepaid,7111396.0
Sao Tome and Principe,claim,Import,5043,3416.55,08-09-2019,Clothing,Navarroburgh,975122,3764.7,Sea,Martin-Edwards,Carrie Smith,13258755,Net 60,17229662.0
Gabon,data,Import,262,780.96,06-12-2020,Electronics,Davismouth,827364,748.19,Air,Garcia-White,Michael Sandoval,4770392,Net 60,204612.0
Finland,food,Export,9266,5242.82,19-05-2022,Clothing,Stewartstad,950157,4775.59,Air,Fernandez-Rogers,Samuel Fields,96215005,Cash on Delivery,48579970.0
Micronesia,claim,Export,6144,1248.67,19-04-2022,Machinery,South Justinfurt,380569,858.11,Land,"Walton, Navarro and James",Matthew Arnold,47904042,Cash on Delivery,7671828.0
Guam,protect,Import,7514,5648.38,10-10-2023,Toys,Port Cynthia,129111,3298.95,Air,Reyes-Cooper,Lisa Wagner,51913108,Net 60,42441927.0
Djibouti,chance,Import,9257,7230.62,28-10-2021,Toys,West Amandaport,103880,962.43,Sea,Rogers and Sons,Charles Adams,26146704,Net 60,66933849.0
Serbia,simple,Import,2213,2258.17,02-06-2022,Electronics,Wallacetown,894009,3742.66,Air,"Carter, Gray and Rosales",Mercedes Hayes,92428140,Net 30,4997330.0
Eritrea,same,Import,8604,2683.05,20-03-2022,Machinery,Ericfurt,567482,1804.27,Land,Robbins PLC,Daniel Reid,93820319,Prepaid,23084962.0
Nicaragua,per,Import,4981,7913.55,23-02-2020,Machinery,Rodriguezmouth,673430,1899.76,Land,Zimmerman Ltd,Brittany Gilbert,70433524,Cash on Delivery,39417393.0
Hungary,where,Export,4717,4004.98,30-06-2020,Electronics,Bellberg,869475,2436.38,Sea,Salazar-Hardy,Amy Atkins,57178658,Net 30,18891491.0
Pitcairn Islands,general,Import,6991,9609.44,05-04-2022,Toys,Port Brianshire,894916,969.14,Land,"Johnson, Robertson and Golden",James Gibson,81376924,Cash on Delivery,67179595.0
Afghanistan,whom,Import,5072,9971.9,28-04-2020,Machinery,Cynthiamouth,344601,4517.02,Land,Owens-Duran,George Cooley,93626462,Prepaid,50577477.0
French Southern Territories,behind,Import,4146,2850.14,07-08-2023,Machinery,Johnsonland,570813,194.94,Land,Ho-Schultz,Janet Robinson,8749645,Prepaid,11816680.0
Armenia,ability,Import,8806,1898.34,30-09-2021,Furniture,Port Brendaport,146195,3338.86,Sea,Booth LLC,Linda Ortiz,38003452,Net 30,16716782.0
Samoa,expert,Export,8825,5729.37,15-07-2021,Clothing,New Joshua,951716,232.85,Sea,Lewis and Sons,Victoria Lambert,2499938,Cash on Delivery,50561690.0
Anguilla,person,Export,4830,3370.22,11-08-2022,Toys,Andersonburgh,707985,3265.43,Land,Estes Group,Kevin Wolfe,69828991,Cash on Delivery,16278163.0
Papua New Guinea,police,Import,6329,4586.85,28-01-2024,Machinery,Isaacfurt,329210,2826.02,Land,Mccall-Cohen,Tammy Freeman,38088804,Net 60,29030174.0
Canada,focus,Import,9104,462.8,05-10-2022,Furniture,Jessicaberg,215292,2805.55,Land,Scott-Wise,Nathaniel Parker,59645952,Net 30,4213331.0
Togo,serve,Export,1861,7197.97,26-01-2022,Electronics,East Monica,872366,1835.79,Sea,"Mcdowell, Taylor and Pitts",Caitlin Clark,58396382,Cash on Delivery,13395422.0
Martinique,teach,Export,9009,8415.51,15-07-2023,Toys,Taylorland,105846,4782.98,Air,Nelson and Sons,Cameron Lynch,87304697,Prepaid,75815330.0
Liberia,always,Export,2518,5317.94,25-07-2024,Furniture,North Regina,182759,4168.04,Sea,Jones LLC,Willie Clarke,52971312,Prepaid,13390573.0
Bahamas,marriage,Import,2131,9091.44,17-08-2022,Electronics,Turnerville,430889,3747.36,Air,Beck and Sons,Patrick Jarvis,5912602,Cash on Delivery,19373859.0
British Virgin Islands,decide,Export,4008,4527.83,12-07-2020,Furniture,New Bradley,248152,764.86,Sea,"Hines, Sanford and Vargas",Ian Fisher,57676894,Cash on Delivery,18147543.0
Brunei Darussalam,mean,Export,1249,4656.98,24-10-2023,Furniture,Michellestad,346543,678.24,Sea,Perez and Sons,Kristin Mueller,88679014,Cash on Delivery,5816568.0
Costa Rica,perform,Export,6624,4783.14,09-01-2022,Toys,Reginamouth,363110,1428.84,Air,James Group,Michael Powell,11054214,Prepaid,31683519.0
Syrian Arab Republic,compare,Export,8286,9312.83,24-11-2023,Furniture,Alexabury,396640,3573.64,Land,Vaughn Inc,Catherine Ward,31637783,Net 60,77166109.0
French Southern Territories,style,Import,2177,8666.23,09-05-2022,Toys,Port Seanburgh,562198,2411.01,Air,Perez-Hughes,Sara Pineda,43265212,Prepaid,18866383.0
Vietnam,author,Import,4249,7537.53,28-02-2022,Machinery,Blaketon,634933,3581.89,Air,Greene LLC,Julie Johnson,58335843,Cash on Delivery,32026965.0
Moldova,know,Import,7737,6535.45,13-01-2022,Furniture,Lake David,480613,57.78,Land,Chavez Inc,Kristopher Taylor,93050127,Cash on Delivery,50564777.0
Vietnam,hot,Export,3312,2448.83,24-10-2019,Furniture,South Wendy,758230,3037.32,Air,Wright Ltd,Elizabeth Collier,32884798,Cash on Delivery,8110525.0
Malta,approach,Import,4485,5602.13,15-06-2020,Machinery,Markfort,170579,3500.97,Air,Jenkins-Wilkinson,Manuel Hebert,62589979,Net 60,25125553.0
Switzerland,yourself,Export,9700,1484.88,04-01-2021,Electronics,Krystalberg,632822,3906.34,Air,Pittman-Hayes,Brent Newman,71368055,Cash on Delivery,14403336.0
Antarctica (the territory South of 60 deg S),eye,Import,6323,1956.75,17-02-2023,Machinery,Justinville,618398,771.65,Land,Allen-Myers,Albert Armstrong,25142574,Cash on Delivery,12372530.0
Togo,meeting,Import,7075,8997.56,27-10-2020,Machinery,Theodoreland,233860,464.34,Sea,"Rosales, Bond and Fields",John Carr,37089957,Net 60,63657737.0
Greenland,operation,Import,3773,3236.38,18-06-2022,Toys,Hopkinston,161500,1951.39,Land,Clark Ltd,Ryan Dalton,5990896,Net 30,12210862.0
Faroe Islands,consumer,Import,1898,4560.32,18-06-2021,Furniture,Jacobburgh,353382,4720.02,Sea,Clark-Williams,Todd Jackson,2323366,Prepaid,8655487.0
Armenia,coach,Import,4428,9978.68,02-09-2024,Clothing,Lake Stephen,236314,2235.06,Sea,Lawrence and Sons,Colleen Park,94431818,Cash on Delivery,44185595.0
Pitcairn Islands,collection,Import,7602,5832.94,16-10-2020,Electronics,Geoffreyton,407121,4050.84,Air,Wilson-Bell,Elizabeth Johnson,36754958,Net 30,44342010.0
Luxembourg,behind,Export,1503,8082.9,04-09-2024,Furniture,Wallaceside,590583,1041.08,Sea,Mason-Conner,Raymond Hancock,55518388,Prepaid,12148599.0
Netherlands,executive,Export,1338,7365.6,19-11-2021,Electronics,Port Donnaport,295506,3609.03,Air,Dougherty-Baker,Amy Swanson,98311710,Net 60,9855173.0
Qatar,window,Import,9723,5131.65,04-12-2021,Machinery,Duncanstad,812751,300.04,Air,"Simpson, Douglas and Hawkins",Christopher Cunningham,18156722,Net 60,49895033.0
Palestinian Territory,want,Export,3141,930.47,26-02-2022,Electronics,Patrickfort,598756,2952.72,Land,"Thompson, Gonzales and Davenport",Jose Lynn,3501930,Cash on Delivery,2922606.0
Portugal,land,Export,3960,4682.81,15-06-2021,Electronics,Amandaport,960747,1755.52,Land,Davis Inc,James Salinas,94548516,Net 30,18543928.0
Kazakhstan,buy,Import,5650,1462.91,08-08-2021,Toys,East Williamside,207948,2946.49,Sea,Hart-Baker,Dr. Kirsten Henry,40462971,Prepaid,8265442.0
Congo,foot,Export,7388,7723.62,01-03-2022,Electronics,Lindsayland,778636,528.87,Land,"Warner, Smith and Quinn",Rachel Andrews,43167983,Net 60,57062105.0
Saint Vincent and the Grenadines,throughout,Export,5246,4307.72,26-02-2022,Furniture,Irwinburgh,260322,798.11,Air,Roth Group,Ann Stewart,19944211,Net 30,22598299.0
Syrian Arab Republic,court,Export,5776,9743.55,20-10-2022,Machinery,Rebeccafurt,934402,4617.68,Air,"Hunt, Delgado and Owens",Carla Johnson,73638983,Net 60,56278745.0
Puerto Rico,cause,Export,9801,7351.23,15-06-2021,Machinery,East Vincentchester,752467,4479.75,Sea,Trevino LLC,Courtney Hernandez,82076330,Prepaid,72049405.0
Wallis and Futuna,visit,Import,8263,9784.94,28-01-2021,Electronics,Josephville,595425,2794.72,Sea,Baird-Evans,Alfred Webb,90639306,Net 60,80852959.0
Puerto Rico,plant,Import,3113,402.83,04-02-2024,Toys,New Christinashire,235090,2413.55,Land,"Harris, Myers and Bailey",Penny Johnson,38158752,Net 30,1254010.0
Saint Vincent and the Grenadines,not,Import,3682,4094.14,26-07-2020,Clothing,Bruceville,810997,4348.49,Air,Wells LLC,Elizabeth Young MD,25838814,Prepaid,15074623.0
Indonesia,media,Export,533,7734.33,11-06-2022,Furniture,Johnsonshire,469905,4175.06,Sea,"Thompson, Wright and Schneider",John Clark,83668510,Cash on Delivery,4122398.0
Macao,occur,Import,8173,2317.08,13-11-2021,Toys,East Dawnfort,440666,4680.42,Sea,French-Davis,Justin Ryan,26969599,Prepaid,18937495.0
Germany,late,Import,461,5082.54,11-06-2020,Electronics,Williamsburgh,191441,2818.26,Sea,Lopez LLC,Sarah Newton,28413833,Net 30,2343051.0
Cote d'Ivoire,wall,Import,8838,2680.58,16-11-2020,Clothing,Lake Rebecca,224448,1587.13,Air,Hill-Ho,Alex Rivera,56620890,Prepaid,23690966.0
Turks and Caicos Islands,usually,Import,403,8006.45,04-05-2020,Clothing,Port Michaelton,418762,4682.22,Air,"Brown, Ford and Christensen",Johnny Rogers,8534910,Net 60,3226599.0
Central African Republic,four,Export,4883,7934.06,28-07-2020,Clothing,North Dawnstad,787411,3357.45,Land,"Stanley, Pierce and Castillo",Christopher Obrien,85326089,Net 60,38742015.0
Netherlands Antilles,politics,Export,3730,2736.15,19-07-2022,Clothing,West Jacobside,588986,261.23,Sea,"Duran, Contreras and Jackson",Christopher Roberts,240510,Net 30,10205840.0
Cocos (Keeling) Islands,simple,Import,7658,3752.64,26-09-2019,Clothing,South Jasminehaven,978586,3536.36,Land,Wagner-Thompson,Rachel Fox,57329950,Net 60,28737717.0
Egypt,fight,Import,5988,8559.84,11-11-2022,Clothing,Jamesshire,576680,3535.97,Land,Salazar Group,Wesley Rogers,18773465,Prepaid,51256322.0
Swaziland,let,Import,6296,7506.18,02-04-2020,Furniture,Bowenborough,757771,2234.33,Air,Bruce Group,Anna Douglas,45765073,Net 60,47258909.0
Benin,yourself,Import,6491,9909.07,09-11-2023,Furniture,East Garystad,926945,771.19,Sea,Vasquez-Buck,Brandon Nguyen,96990308,Cash on Delivery,64319773.0
Switzerland,military,Export,99,6139.66,21-05-2022,Clothing,New Holly,890326,2978.59,Sea,Bautista LLC,Steven Garcia,93326106,Net 60,607826.0
Antigua and Barbuda,certain,Export,4363,6639.17,03-09-2020,Clothing,North Chasebury,950691,3507.36,Sea,"Torres, Beck and Bates",Susan Wilkins,15834222,Net 60,28966699.0
Micronesia,from,Import,5260,5045.8,11-09-2023,Machinery,West Brian,964327,3528.87,Air,Cox Ltd,Pamela Weaver,98900105,Prepaid,26540908.0
Mexico,boy,Import,4804,1942.91,04-12-2021,Machinery,Brennantown,963790,1474.68,Land,Roberts-Love,Theresa Baker,50414704,Prepaid,9333740.0
Saint Pierre and Miquelon,pick,Export,3129,7265.96,28-04-2020,Clothing,Stephaniestad,551561,1063.21,Air,Bradley-Jenkins,Brian Terry,5127843,Net 60,22735189.0
Botswana,store,Import,7669,6934.78,30-12-2023,Electronics,East Anthony,419025,2504.32,Sea,"Burnett, Williams and Odom",Melanie Phelps,21975762,Cash on Delivery,53182828.0
Austria,can,Import,1729,2637.99,07-02-2021,Furniture,West Scott,242996,2229.28,Land,"Adams, Small and Fisher",Susan Brennan,35914237,Net 60,4561085.0
Mauritania,move,Export,8298,9920.49,10-09-2022,Clothing,Xavierchester,152344,3752.49,Land,Fisher-Ross,Kimberly Jackson,18597890,Cash on Delivery,82320226.0
Bahamas,people,Export,3513,5855.07,29-11-2022,Clothing,Kyleton,475761,4840.11,Air,"Oconnor, Thomas and Brown",Jennifer Brooks,93258299,Net 30,20568861.0
Oman,room,Import,5213,7468.88,31-08-2023,Machinery,Christophermouth,343987,4695.1,Air,Price and Sons,Andre Bennett,93077429,Cash on Delivery,38935271.0
Guernsey,exactly,Import,5696,7620.05,28-12-2019,Toys,Santanaburgh,912170,925.73,Sea,Mitchell-Stevens,Roger Woods,82376108,Cash on Delivery,43403805.0
Angola,system,Import,6406,3304.62,06-10-2023,Toys,Wileyfort,522177,294.11,Land,Moon-Bond,Dustin Rush,62974552,Prepaid,21169396.0
Sweden,quickly,Import,7709,3039.9,14-08-2021,Electronics,New Davidmouth,395678,3687.02,Sea,"Patterson, Robbins and Vaughn",Elizabeth Anthony,79193069,Net 60,23434589.0
New Zealand,tough,Import,5506,9243.34,11-04-2022,Toys,Port Brian,172481,735.78,Land,"Perez, Hutchinson and Howell",Nathan Harper,81102520,Net 60,50893830.0
Maldives,century,Import,7724,9447.31,09-03-2021,Machinery,Lake Brianchester,221258,4163.73,Air,Byrd Group,Michaela Coleman,27615053,Net 60,72971022.0
Madagascar,final,Export,5712,2481.7,03-01-2022,Clothing,East Jason,473266,601.99,Land,"Matthews, Roman and Parsons",Paul Nelson,91081643,Cash on Delivery,14175470.0
Northern Mariana Islands,parent,Import,273,7304.23,30-08-2021,Clothing,Erinview,988709,1400.0,Land,"Campos, Richard and Thomas",Jennifer Smith,60140984,Prepaid,1994055.0
